ID	Name	Pathways	Reactions	
G1FV3-31210	YALI0A19074g	glycogen degradation II	a glucan + maltotriose  &harr;  a glucan + D-glucopyranose, a long-linear &alpha;-D-glucan + &alpha;-D-glucopyranose  &harr;  a short glucan + a short glucan, maltohexaose + D-glucopyranose  &harr;  maltopentaose + maltose, SHG-glucosyl<sub>n+1</sub> + D-glucopyranose  &harr;  SHG-glucosyl<sub>n</sub> + maltose, an &alpha;-limit dextrin  &harr;  a &alpha;-limit dextrin with short branches, maltopentaose + D-glucopyranose  &harr;  maltotetraose + maltose, a maltodextrin<sub>(n+1)</sub> + D-glucopyranose  &harr;  a maltodextrin<sub>(n)</sub> + maltose, maltotetraose + D-glucopyranose  &harr;  maltotriose + maltose, a &alpha;-limit dextrin with short branches + n H<sub>2</sub>O  &rarr;  a debranched &alpha;-limit dextrin + n D-glucopyranose	
G1FV3-31211	YALI0A19096g			
G1FV3-31216	YALI0A19206g	L-proline biosynthesis III, L-proline biosynthesis I, L-ornithine biosynthesis II	L-glutamate + ATP  &rarr;  &gamma;-L-glutamyl 5-phosphate + ADP	
G1FV3-31230	YALI0A19558g			
G1FV3-31254	YALI0A20108g	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	ATP + nicotinate adenine dinucleotide + L-glutamine + H<sub>2</sub>O  &rarr;  L-glutamate + AMP + NAD<sup>+</sup> + diphosphate + H<SUP>+</SUP>	
G1FV3-31261	YALI0A20295g		uridine 2'3'-cyclic monophosphate + H<sub>2</sub>O  &rarr;  uridine 2'-monophosphate + H<SUP>+</SUP>, a ribonucleoside 2',3'-cyclic phosphate + H<sub>2</sub>O  &rarr;  a ribonucleoside 2'-phosphate + H<SUP>+</SUP>, cytidine 2',3'-cyclic monophosphate + H<sub>2</sub>O  &rarr;  cytidine 2'-monophosphate + H<SUP>+</SUP>, adenosine 2',3'-cyclic monophosphate + H<sub>2</sub>O  &rarr;  adenosine 2'-monophosphate + H<SUP>+</SUP>, guanosine 2',3'-cyclic monophosphate + H<sub>2</sub>O  &rarr;  guanosine 2'-monophosphate + H<SUP>+</SUP>	
G1FV3-31263	YALI0A20350g			
G1FV3-31289	YALI0A20922g			
G1FV3-31292	YALI0A20988g		L-carnitine<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  L-carnitine<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-31299	YALI0A21153g		nicotinamide + H<sub>2</sub>O  &rarr;  ammonium + nicotinate	
G1FV3-31304	YALI0A21263g	dehydro-D-arabinono-1,4-lactone biosynthesis	D-arabinono-1,4-lactone + oxygen  &rarr;  dehydro-D-arabinono-1,4-lactone + hydrogen peroxide	
G1FV3-31306	YALI0A21307g		phosphate<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  phosphate<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-31311	YALI0A21417g	glycine biosynthesis IV	L-threonine  &rarr;  acetaldehyde + glycine, L-<I>allo</I>-threonine  &rarr;  glycine + acetaldehyde	
G1FV3-29376	YALI0B00220g		nicotinate + 5-phospho-&alpha;-D-ribose 1-diphosphate + ATP + H<sub>2</sub>O  &rarr;  &beta;-nicotinate D-ribonucleotide + ADP + diphosphate + phosphate	
G1FV3-29384	YALI0B00396g		a glucoside<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  a glucoside<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-29391	YALI0B00572g	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis, folate transformations I	a 5,10-methylenetetrahydrofolate + NADH + H<SUP>+</SUP>  &rarr;  a 5-methyltetrahydrofolate + NAD<sup>+</sup>	
G1FV3-29398	YALI0B00704g	adenosine ribonucleotides <i>de novo</i> biosynthesis	ATP + AMP  &rarr;  2 ADP	
G1FV3-29399	YALI0B00726g	hypusine biosynthesis	spermidine + an [eIF5A-precursor]-lysine  &rarr;  an [eIF5A-precursor]-deoxyhypusine + propane-1,3-diamine + H<SUP>+</SUP>, spermidine + NAD<sup>+</sup>  &rarr;  dehydrospermidine + NADH + H<SUP>+</SUP>, dehydrospermidine + a [deoxyhypusine synthase]-L-lysine  &rarr;  a [deoxyhypusine synthase]-N-(4-aminobutylidene)-lysine + propane-1,3-diamine, a [deoxyhypusine synthase]-N-(4-aminobutylidene)-lysine + an [eIF5A-precursor]-lysine  &rarr;  an [eIF5A-precursor]-N-(4-aminobutylidene)-lysine + a [deoxyhypusine synthase]-L-lysine + H<SUP>+</SUP>, an [eIF5A-precursor]-N-(4-aminobutylidene)-lysine + NADH + H<SUP>+</SUP>  &rarr;  an [eIF5A-precursor]-deoxyhypusine + NAD<sup>+</sup>	
G1FV3-29404	YALI0B00836g	PRPP biosynthesis I	D-ribose 5-phosphate + ATP  &rarr;  5-phospho-&alpha;-D-ribose 1-diphosphate + AMP + H<SUP>+</SUP>	
G1FV3-29427	YALI0B01364g	L-leucine biosynthesis	(2<i>R</i>,3<i>S</i>)-3-isopropylmalate  &harr;  (2<i>S</i>)-2-isopropylmalate, (2<i>R</i>,3<i>S</i>)-3-isopropylmalate  &harr;  2-isopropylmaleate + H<sub>2</sub>O, 2-isopropylmaleate + H<sub>2</sub>O  &harr;  (2<i>S</i>)-2-isopropylmalate	
G1FV3-29434	YALI0B01540g	aerobic respiration I (cytochrome c), aerobic respiration II (cytochrome c) (yeast)	2 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + an ubiquinol<SUB>[membrane]</SUB>  &rarr;  2 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + a ubiquinone<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[out]</SUB>, 2 a reduced CycA1 cytochrome<SUB>[out]</SUB> + a ubiquinone<SUB>[membrane]</SUB> + 4 H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  2 an oxidized CycA1 cytochrome<SUB>[out]</SUB> + an ubiquinol<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[out]</SUB>, 2 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + a menaquinol<SUB>[membrane]</SUB>  &rarr;  2 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + a menaquinone<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[in]</SUB>, 2 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>  &rarr;  2 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[in]</SUB>	
G1FV3-29440	YALI0B01672g			
G1FV3-29445	YALI0B01771g			
G1FV3-29448	YALI0B01826g	flavin biosynthesis III (fungi)	roseoflavin + ATP  &rarr;  roseoflavin 5'-phosphate + ADP + H<SUP>+</SUP>, riboflavin + ATP  &rarr;  ADP + FMN + H<SUP>+</SUP>	
G1FV3-29449	YALI0B01848g			
G1FV3-29463	YALI0B02178g	L-aspartate biosynthesis, L-aspartate degradation II, L-aspartate degradation I	L-phenylalanine + 2-oxoglutarate  &harr;  2-oxo-3-phenylpropanoate + L-glutamate, L-aspartate + 2-oxoglutarate  =  L-glutamate + oxaloacetate, L-cysteate + 2-oxoglutarate  =  3-sulfopyruvate + L-glutamate, L-aspartate + 2-oxoglutarate  &harr;  L-glutamate + oxaloacetate	
G1FV3-29465	YALI0B02222g			
G1FV3-29471	YALI0B02376g	3-phosphoinositide biosynthesis, D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis	a 1-phosphatidyl-1D-<i>myo</i>-inositol + ATP  &rarr;  a 1-phosphatidyl-1D-<i>myo</i>-inositol 4-phosphate + ADP + H<SUP>+</SUP>	
G1FV3-29478	YALI0B02544g			
G1FV3-29486	YALI0B02728g	glycolysis I (from glucose 6-phosphate), glycolysis III (from glucose)	2-phospho-D-glycerate  &harr;  3-phospho-D-glycerate, a [protein]-L-histidine + 2,3-diphospho-D-glycerate  &harr;  a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine + 2/3-phospho-D-glycerate, a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine + 2-phospho-D-glycerate  &harr;  a [protein]-L-histidine + 2,3-diphospho-D-glycerate, a [protein]-L-histidine + 2,3-diphospho-D-glycerate  &harr;  a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine + 3-phospho-D-glycerate, a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine + 2/3-phospho-D-glycerate  &harr;  a [protein]-L-histidine + 2,3-diphospho-D-glycerate	
G1FV3-29492	YALI0B02852g	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	3-hydroxyanthranilate + oxygen  &rarr;  aminocarboxymuconate semialdehyde + H<SUP>+</SUP>	
G1FV3-29496	YALI0B02948g	phosphatidate biosynthesis (yeast), glycerol-3-phosphate shuttle	glycerone phosphate + NADH + H<SUP>+</SUP>  &rarr;  <i>sn</i>-glycerol 3-phosphate + NAD<sup>+</sup>	
G1FV3-29512	YALI0B03344g		a dicarboxylate<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  a dicarboxylate<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-29521	YALI0B03564g		1,3-&beta;-D-glucan<sub>(n)</sub> + H<sub>2</sub>O  &rarr;  1,3-&beta;-D-glucan<sub>(n-1)</sub> + &alpha;-D-glucopyranose	
G1FV3-29524	YALI0B03630g	pyrimidine deoxyribonucleotides biosynthesis from CTP, adenosine deoxyribonucleotides <i>de novo</i> biosynthesis, guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I, pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	UDP + a reduced NrdH glutaredoxin-like protein  &rarr;  dUDP + an oxidized NrdH glutaredoxin-like protein + H<sub>2</sub>O, a ribonucleoside diphosphate + a reduced thioredoxin  &rarr;  a 2'-deoxyribonucleoside 5'-diphosphate + an oxidized thioredoxin + H<sub>2</sub>O, dGDP + an oxidized NrdH glutaredoxin-like protein + H<sub>2</sub>O  =  GDP + a reduced NrdH glutaredoxin-like protein, CDP + a reduced thioredoxin  &rarr;  dCDP + an oxidized thioredoxin + H<sub>2</sub>O, ADP + a reduced thioredoxin  &rarr;  dADP + an oxidized thioredoxin + H<sub>2</sub>O, GDP + a reduced thioredoxin  &rarr;  dGDP + an oxidized thioredoxin + H<sub>2</sub>O, dADP + an oxidized NrdH glutaredoxin-like protein + H<sub>2</sub>O  =  ADP + a reduced NrdH glutaredoxin-like protein, UDP + a reduced thioredoxin  &rarr;  dUDP + an oxidized thioredoxin + H<sub>2</sub>O, dCDP + an oxidized NrdH glutaredoxin-like protein + H<sub>2</sub>O  =  CDP + a reduced NrdH glutaredoxin-like protein	
G1FV3-29537	YALI0B03982g	adenosine ribonucleotides <i>de novo</i> biosynthesis	ADP + phosphate + 4 H<SUP>+</SUP><sub>[out]</sub>  &harr;  ATP + H<sub>2</sub>O + 3 H<SUP>+</SUP><sub>[in]</sub>	
G1FV3-29546	YALI0B04180g	tRNA charging	a tRNA<SUP>Ala</SUP> + L-alanine + ATP  &rarr;  an L-alanyl-[tRNA<SUP>Ala</SUP>] + AMP + diphosphate	
G1FV3-29547	YALI0B04202g		urea<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  urea<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-29552	YALI0B04312g	<i>myo</i>-inositol biosynthesis	D-glucopyranose 6-phosphate  &rarr;  1D-<i>myo</i>-inositol 3-monophosphate, &beta;-D-glucose 6-phosphate  &rarr;  1D-<i>myo</i>-inositol 3-monophosphate	
G1FV3-29588	YALI0B05126g	zymosterol biosynthesis	lanosterol + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  14-hydroxylanosterol + NADP<sup>+</sup> + H<sub>2</sub>O, 14-hydroxylanosterol + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  14-oxolanosterol + NADP<sup>+</sup> + 2 H<sub>2</sub>O, 14-oxolanosterol + NADPH + oxygen  &rarr;  4,4-dimethyl-cholesta-8,14,24-trienol + formate + NADP<sup>+</sup> + H<sub>2</sub>O, 24,25-dihydrolanosterol + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8-en-3&beta;-ol + NADP<sup>+</sup> + H<sub>2</sub>O, 4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8-en-3&beta;-ol + NADPH + H<SUP>+</SUP> + oxygen  &rarr;  4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol + NADP<sup>+</sup> + 2 H<sub>2</sub>O, 4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol + NADPH + oxygen  &rarr;  4,4-dimethyl-5-&alpha;-cholesta-8,14-dien-3-&beta;-ol + formate + NADP<sup>+</sup> + H<sub>2</sub>O, lanosterol + 3 NADPH + 3 oxygen + 2 H<SUP>+</SUP>  &rarr;  4,4-dimethyl-cholesta-8,14,24-trienol + formate + 3 NADP<sup>+</sup> + 4 H<sub>2</sub>O, obtusifoliol + 3 NADPH + 3 oxygen + 2 H<SUP>+</SUP>  &rarr;  4&alpha;-methyl-5&alpha;-ergosta-8,14,24(28)-trien-3&beta;-ol + formate + 3 NADP<sup>+</sup> + 4 H<sub>2</sub>O, 24,25-dihydrolanosterol + 3 NADPH + 3 oxygen + 2 H<SUP>+</SUP>  &rarr;  4,4-dimethyl-5-&alpha;-cholesta-8,14-dien-3-&beta;-ol + formate + 3 NADP<sup>+</sup> + 4 H<sub>2</sub>O, 4&alpha;,14&alpha;-dimethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol + 3 NADPH + 3 oxygen + 2 H<SUP>+</SUP>  &rarr;  4&alpha;-methyl-5&alpha;-cholesta-8,14,24-trien-3&beta;-ol + formate + 3 NADP<sup>+</sup> + 4 H<sub>2</sub>O, a 14&alpha;-methylsteroid + 3 NADPH + 3 oxygen + 2 H<SUP>+</SUP>  &rarr;  a &Delta;<sup>14</sup>steroid + formate + 3 NADP<sup>+</sup> + 4 H<sub>2</sub>O	
G1FV3-29599	YALI0B05368g	UTP and CTP dephosphorylation I, UTP and CTP dephosphorylation II, UTP and CTP <i>de novo</i> biosynthesis, L-glutamine degradation I	ATP + UTP + L-glutamine + H<sub>2</sub>O  &rarr;  ADP + CTP + L-glutamate + phosphate + 2 H<SUP>+</SUP>, L-glutamine + H<sub>2</sub>O  &rarr;  L-glutamate + ammonium, ATP + UTP + ammonium  &rarr;  ADP + CTP + phosphate + 2 H<SUP>+</SUP>	
G1FV3-29623	YALI0B05918g	tRNA charging	a tRNA<SUP>sec</SUP> + L-serine + ATP  &rarr;  an L-seryl-[tRNA<SUP>sec</SUP>] + AMP + diphosphate, a tRNA<SUP>ser</SUP> + L-serine + ATP  &rarr;  an L-seryl-[tRNA<SUP>ser</SUP>] + AMP + diphosphate	
G1FV3-29627	YALI0B06006g	phosphopantothenate biosynthesis I	&beta;-alanine + (R)-pantoate + ATP  &rarr;  (<i>R</i>)-pantothenate + AMP + diphosphate + H<SUP>+</SUP>	
G1FV3-29664	YALI0B06831g		ATP + H<SUP>+</SUP><sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + phosphate + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-29669	YALI0B06941g	pentose phosphate pathway (non-oxidative branch)	D-ribulose 5-phosphate  &rarr;  D-ribose 5-phosphate	
G1FV3-29677	YALI0B07117g		glycerol + NADP<sup>+</sup>  =  dihydroxyacetone + NADPH + H<SUP>+</SUP>	
G1FV3-29683	YALI0B07227g			
G1FV3-29692	YALI0B07447g	L-leucine biosynthesis	3-methyl-2-oxobutanoate + acetyl-CoA + H<sub>2</sub>O  &rarr;  (2<i>S</i>)-2-isopropylmalate + coenzyme A + H<SUP>+</SUP>	
G1FV3-29701	YALI0B07667g			
G1FV3-29714	YALI0B08052g			
G1FV3-29718	YALI0B08140g	sulfate reduction I (assimilatory)	3'-phosphoadenylyl-sulfate + a reduced thioredoxin  &rarr;  adenosine 3',5'-bisphosphate + sulfite + an oxidized thioredoxin + 2 H<SUP>+</SUP>, sulfite + AMP + an oxidized thioredoxin + 2 H<SUP>+</SUP>  =  adenosine 5'-phosphosulfate + a reduced thioredoxin	
G1FV3-29720	YALI0B08184g	sulfate activation for sulfonation, selenate reduction	sulfate + ATP + H<SUP>+</SUP>  &rarr;  adenosine 5'-phosphosulfate + diphosphate, selenate + ATP + 2 H<SUP>+</SUP>  &rarr;  adenosine 5'-phosphoselenate + diphosphate	
G1FV3-29737	YALI0B08536g	mevalonate pathway I, glutaryl-CoA degradation	2-methylacetoacetyl-CoA + coenzyme A  &harr;  propanoyl-CoA + acetyl-CoA, acetyl-CoA + propanoyl-CoA  &harr;  &beta;-ketovaleryl-CoA + coenzyme A, 2 acetyl-CoA  &harr;  acetoacetyl-CoA + coenzyme A	
G1FV3-29753	YALI0B08943g	tRNA charging	L-tryptophan + a tRNA<SUP>Trp</SUP> + ATP  &rarr;  AMP + an L-tryptophanyl-[tRNA<SUP>Trp</SUP>] + diphosphate	
G1FV3-29754	YALI0B08965g	flavin biosynthesis III (fungi)	D-ribulose 5-phosphate  &rarr;  formate + 1-deoxy-L-glycero-tetrulose 4-phosphate + H<SUP>+</SUP>	
G1FV3-29772	YALI0B09361g			
G1FV3-29780	YALI0B09537g		an amino acid<sub>[periplasm]</sub>  &rarr;  an amino acid<sub>[cytosol]</sub>	
G1FV3-29784	YALI0B09625g			
G1FV3-29785	YALI0B09647g		(<i>S</i>)-1-pyrroline-5-carboxylate + NAD<sup>+</sup> + 2 H<sub>2</sub>O  &rarr;  L-glutamate + NADH + H<SUP>+</SUP>, L-glutamate-5-semialdehyde + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  L-glutamate + NADH + 2 H<SUP>+</SUP>	
G1FV3-29794	YALI0B09845g			
G1FV3-29818	YALI0B10340g		butanoyl-CoA + L-carnitine  &rarr;  <i>O</i>-butanoyl-L-carnitine + coenzyme A, propanoyl-CoA + L-carnitine  &rarr;  <i>O</i>-propanoyl-L-carnitine + coenzyme A, L-carnitine + acetyl-CoA  &harr;  <i>O</i>-acetyl-L-carnitine + coenzyme A	
G1FV3-29821	YALI0B10406g	glutaryl-CoA degradation, very long chain fatty acid biosynthesis II, docosahexaenoate biosynthesis III (6-desaturase, mammals)	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA  =  (<i>E</i>)-2-methylcrotonoyl-CoA + H<sub>2</sub>O, 2-<i>trans</i>-tetradecenoyl-CoA + H<sub>2</sub>O  &rarr;  (S)-3-hydroxytetradecanoyl-CoA, (3<i>R</i>)-3-hydroxy-lignoceroyl-CoA  &rarr;  <i>trans</i>-lignocer-2-enoyl-CoA + H<sub>2</sub>O, crotonyl-CoA + H<sub>2</sub>O  &rarr;  (<i>S</i>)-3-hydroxybutanoyl-CoA, a <i>trans</i>-2-enoyl-CoA + H<sub>2</sub>O  &rarr;  a (3<i>S</i>)-3-hydroxyacyl-CoA, (2E,7Z)-hexadecenoyl-CoA + H<sub>2</sub>O  &rarr;  (S)-3-hydroxy-(7Z)-hexadecenoyl-CoA, (<i>S</i>)-3-hydroxyhexanoyl-CoA  =  <i>trans</i>-hex-2-enoyl-CoA + H<sub>2</sub>O, a (3<i>R</i>)-3-hydroxyacyl-CoA  =  a <i>cis</i>-2-enoyl-CoA + H<sub>2</sub>O, (S)-3-hydroxy-(5Z)-tetradecenoyl-CoA  =  (2E,5Z)-tetradecenoyl-CoA + H<sub>2</sub>O, (11<i>Z</i>)-(S)-3-hydroxyhexadec-11-enoyl-CoA  =  (2<i>E</i>,11<i>Z</i>)-hexadec-2,11-dienoyl-CoA + H<sub>2</sub>O, 3-hydroxyisovaleryl-CoA  =  (<i>E</i>)-2-methylcrotonoyl-CoA + H<sub>2</sub>O, (2E,7Z)-tetradecenoyl-CoA + H<sub>2</sub>O  &rarr;  (S)-3-hydroxy-(7Z)-tetradecenoyl-CoA, 3S-(4-hydroxyphenyl)-3-hydroxy-propanoyl-CoA  =  4-coumaroyl-CoA + H<sub>2</sub>O, (2E,6Z,9Z,12Z,15Z,18Z,21Z)-tetracosaheptaenoyl-CoA + H<sub>2</sub>O  &rarr;  (3S)-hydroxy-(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA, (2E,6Z,9Z,12Z,15Z,18Z)-tetracosahexaenoyl-CoA + H<sub>2</sub>O  &rarr;  (3S)-hydroxy-(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA, (<i>S</i>)-3-hydroxy-isobutanoyl-CoA  =  methylacrylyl-CoA + H<sub>2</sub>O, (2E,11Z)-octadecenoyl-CoA + H<sub>2</sub>O  &rarr;  (S)-3-hydroxy-(11Z)-octadecenoyl-CoA, 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyoctanoyl)-CoA  =  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-octa-2-enoyl)-CoA + H<sub>2</sub>O, 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxybutanoyl)-CoA  =  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-buta-2-enoyl)-CoA + H<sub>2</sub>O, 2-carboxymethyl-3-hydroxyphenylpropanoyl-CoA  =  (<i>E</i>)-2-benzylidenesuccinyl-CoA + H<sub>2</sub>O, (2E,9Z)-hexadecenoyl-CoA + H<sub>2</sub>O  &rarr;  (S)-3-hydroxy-(9Z)-hexadecenoyl-CoA, (2Z)-dec-2-enoyl-CoA + H<sub>2</sub>O  &rarr;  (<i>S</i>)-3-hydroxydecanoyl-CoA, (S)-3-hydroxyhexadecanoyl-CoA  =  trans-hexadec-2-enoyl-CoA + H<sub>2</sub>O, (2E,5Z)-dodecenoyl-CoA + H<sub>2</sub>O  &rarr;  (S)-3-hydroxy-(5Z)-dodecenoyl-CoA, (2E,9Z)-octadecenoyl-CoA + H<sub>2</sub>O  &rarr;  (S)-3-hydroxy-(9Z)-octadecenoyl-CoA, 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3R-hydroxyhexanoyl)-CoA  =  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-hexa-2-enoyl)-CoA + H<sub>2</sub>O, (3S)-hydroxyadipyl-CoA  =  trans-2,3-dehydroadipyl-coA + H<sub>2</sub>O	
G1FV3-29835	YALI0B10736g			
G1FV3-29849	YALI0B11044g	phospholipid remodeling (phosphatidylethanolamine, yeast)	1-18:1-2-lysophosphatidylethanolamine + H<sub>2</sub>O  &rarr;  <i>sn</i>-glycero-3-phosphoethanolamine + oleate + H<SUP>+</SUP>, a 1-acyl-<i>sn</i>-glycero-3-phosphocholine + H<sub>2</sub>O  &rarr;  a carboxylate + <i>sn</i>-glycero-3-phosphocholine + H<SUP>+</SUP>	
G1FV3-29854	YALI0B11154g	ceramide degradation, sphingolipid recycling and degradation (yeast), sphingosine and sphingosine-1-phosphate metabolism	a sphingoid base + ATP  &rarr;  a sphingoid 1-phosphate + ADP + H<SUP>+</SUP>, phytosphingosine + ATP  &rarr;  phytosphingosine 1-phosphate + ADP + H<SUP>+</SUP>, D-<i>erythro</i>-sphinganine + ATP  &rarr;  sphinganine 1-phosphate + ADP + H<SUP>+</SUP>, sphingosine + ATP  &rarr;  sphingosine 1-phosphate + ADP + H<SUP>+</SUP>	
G1FV3-29860	YALI0B11286g	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3)	D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate + ATP  =  D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate + ADP + H<SUP>+</SUP>, 1D-<i>myo</i>-inositol (1,2,3,4,6)-penta<i>kis</i>phosphate + ATP  =  phytate + ADP + H<SUP>+</SUP>, D-<i>myo</i>-inositol (4,5)-bisphosphate + ATP  =  D-<i>myo</i>-inositol (1,4,5)-trisphosphate + ADP + H<SUP>+</SUP>, D-<i>myo</i>-inositol (1,3,4,5)-tetrakisphosphate + ATP  &rarr;  D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate + ADP + H<SUP>+</SUP>, D-<i>myo</i>-inositol (1,4,5)-trisphosphate + 2 ATP  =  D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate + 2 ADP + 2 H<SUP>+</SUP>, D-<i>myo</i>-inositol (1,4,5)-trisphosphate + ATP  &rarr;  D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate + ADP + H<SUP>+</SUP>, D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate + ATP  &rarr;  D-<i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate + ADP + H<SUP>+</SUP>	
G1FV3-29862	YALI0B11330g	putrescine biosynthesis III	L-ornithine + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + putrescine	
G1FV3-29895	YALI0B12078g	folate transformations I	a 5,10-methylenetetrahydrofolate + NAD<sup>+</sup>  &rarr;  a 5,10-methenyltetrahydrofolate + NADH	
G1FV3-29934	YALI0B12980g			
G1FV3-29953	YALI0B13398g			
G1FV3-29954	YALI0B13420g	<i>S</i>-methyl-5'-thioadenosine degradation II	<i>S</i>-methyl-5'-thioadenosine + phosphate  &rarr;  adenine + <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate, 5'-deoxyadenosine + phosphate  &rarr;  5-deoxy-&alpha;-ribose 1-phosphate + adenine	
G1FV3-29956	YALI0B13464g			
G1FV3-29960	YALI0B13552g	PRPP biosynthesis I	D-ribose 5-phosphate + ATP  &rarr;  5-phospho-&alpha;-D-ribose 1-diphosphate + AMP + H<SUP>+</SUP>	
G1FV3-29971	YALI0B13816g			
G1FV3-29978	YALI0B13970g	glycerol degradation I, glycerol-3-phosphate shuttle	<i>sn</i>-glycerol 3-phosphate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  glycerone phosphate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>, <i>sn</i>-glycerol 3-phosphate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  glycerone phosphate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>, <i>sn</i>-glycerol 3-phosphate<SUB>[in]</SUB> + a menaquinone<SUB>[membrane]</SUB>  &rarr;  glycerone phosphate<SUB>[in]</SUB> + a menaquinol<SUB>[membrane]</SUB>	
G1FV3-29980	YALI0B14014g			
