GeneId	GeneName	RxnId	RxnName	RxnEqn
YALI0B00396g	YBR132C	y001227	maltose transport	H+[e] + maltose[e] --> H+[c] + maltose[c]
YALI0B00396g	YBR132C	y001166	glucose transport	D-glucose[e] --> D-glucose[c]
YALI0B00572g	YBR145W	y000080	5,10-methylenetetrahydrofolate reductase (NADPH)	5,10-methylenetetrahydrofolate[c] + 2.0 H+[c] + NADPH[c] --> 5-methyltetrahydrofolate[c] + NADP(+)[c]
YALI0B00726g	YBR149W	y000331	deoxyhypusine synthase, cytosolic/mitochondrial	H2O[c] + spermidine[c] + ubiquinone-6[m] --> 4-aminobutanal[c] + trimethylenediamine[c] + ubiquinol-6[m]
YALI0B00836g	YBR153W	y000916	phosphoribosylpyrophosphate synthetase	ATP[c] + ribose-5-phosphate[c] --> AMP[c] + H+[c] + PRPP[c]
YALI0B01364g	YBR159W	y000023	2-isopropylmalate hydratase	2-isopropylmaleic acid[c] + H2O[c] <=> 2-isopropylmalate[c]
YALI0B01364g	YBR159W	y000060	3-isopropylmalate dehydratase	(2R,3S)-3-isopropylmalate[c] <=> 2-isopropylmaleic acid[c] + H2O[c]
YALI0B01540g	YBR166C	y000439	ubiquinol:ferricytochrome c reductase	2.0 ferricytochrome c[m] + 1.266 H+[m] + ubiquinol-6[m] --> 2.0 ferrocytochrome c[m] + 2.532 H+[c] + ubiquinone-6[m]
YALI0B01672g	YBR176W	y000192	alpha 1,2-mannosyltransferase	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[g] + GDP-alpha-D-mannose[g] --> alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol[g] + GDP[g] + H+[g]
YALI0B01826g	YBR183W	y000965	riboflavin kinase	ATP[c] + riboflavin[c] --> ADP[c] + FMN[c] + H+[c]
YALI0B01826g	YBR183W	y000966	riboflavin kinase	ATP[m] + riboflavin[m] --> ADP[m] + FMN[m] + H+[m]
YALI0B02222g	YBR192W	y000530	heme O monooxygenase	heme o[m] + NADH[m] + oxygen[m] --> H2O[m] + heme a[m] + NAD[m]
YALI0B02376g	YBR196C	y000867	phosphatidylinositol 4-kinase	1-phosphatidyl-1D-myo-inositol[n] + ATP[n] --> 1-phosphatidyl-1D-myo-inositol 4-phosphate[n] + ADP[n] + H+[n]
YALI0B02376g	YBR196C	y000866	phosphatidylinositol 4-kinase	1-phosphatidyl-1D-myo-inositol[gm] + ATP[gm] --> 1-phosphatidyl-1D-myo-inositol 4-phosphate[gm] + H+[gm] + ADP[gm]
YALI0B02728g	YBR199W	y000356	diphosphoglyceromutase	1,3-bisphospho-D-glycerate[c] <=> 2,3-bisphospho-D-glyceric acid[c] + H+[c]
YALI0B02728g	YBR199W	y000893	phosphoglycerate mutase	3-phosphoglycerate[c] <=> 2-phospho-D-glyceric acid[c]
YALI0B02852g	YBR208C	y000058	3-hydroxyanthranilate 3,4-dioxygenase	3-hydroxyanthranilate[c] + oxygen[c] --> 2-amino-3-carboxymuconate-6-semialdehyde[c] + H+[c]
YALI0B02948g	YBR213W	y000492	glycerol-3-phosphate dehydrogenase (NAD)	dihydroxyacetone phosphate[m] + H+[m] + NADH[m] --> glycerol 3-phosphate[m] + NAD[m]
YALI0B02948g	YBR213W	y000491	glycerol-3-phosphate dehydrogenase (NAD)	dihydroxyacetone phosphate[c] + H+[c] + NADH[c] --> glycerol 3-phosphate[c] + NAD[c]
YALI0B03344g	YBR221C	y001226	malate transport	(S)-malate[c] + phosphate[m] --> (S)-malate[m] + phosphate[c]
YALI0B03344g	YBR221C	y001264	succinate transport	phosphate[m] + succinate[c] --> phosphate[c] + succinate[m]
YALI0B03564g	YBR248C	y000370	exo-1,3-beta-glucan glucohydrase	(1-3)-beta-D-glucan[e] + H2O[e] --> D-glucose[e]
YALI0B03982g	YBR249C	y000226	ATP synthase	ADP[m] + 3.0 H+[c] + phosphate[m] --> ATP[m] + 2.0 H+[m] + H2O[m]
YALI0B04202g	YBR252W	y001260	spermidine transport	H+[c] + spermidine[e] <=> H+[e] + spermidine[c]
YALI0B04202g	YBR252W	y001273	urea transport	2.0 H+[e] + urea[e] <=> 2.0 H+[c] + urea[c]
YALI0B04312g	YBR256C	y000758	myo-inositol-1-phosphate synthase	D-glucose 6-phosphate[c] --> 1D-myo-inositol 1-phosphate[c]
YALI0B05126g	YBR263W	y000317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	2.0 H+[c] + lanosterol[c] + 3.0 NADPH[c] + 3.0 oxygen[c] --> 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[c] + formate[c] + 4.0 H2O[c] + 3.0 NADP(+)[c]
YALI0B05368g	YBR291C	y000306	CTP synthase (glutamine)	ATP[c] + H2O[c] + L-glutamine[c] + UTP[c] --> ADP[c] + CTP[c] + 2.0 H+[c] + L-glutamate[c] + phosphate[c]
YALI0B05368g	YBR291C	y000307	CTP synthase (NH3)	ammonium[c] + ATP[c] + UTP[c] --> ADP[c] + CTP[c] + 2.0 H+[c] + phosphate[c]
YALI0B05918g	YBR294W	y000995	seryl-tRNA synthetase	ATP[c] + L-serine[c] + tRNA(Ser)[c] --> AMP[c] + diphosphate[c] + Ser-tRNA(Ser)[c]
YALI0B06006g	YBR296C	y000843	pantothenate synthase	(R)-pantoate[c] + ATP[c] + beta-alanine[c] --> (R)-pantothenate[c] + AMP[c] + diphosphate[c] + H+[c]
YALI0B06831g	YBR298C	y000226	ATP synthase	ADP[m] + 3.0 H+[c] + phosphate[m] --> ATP[m] + 2.0 H+[m] + H2O[m]
YALI0B07227g	YCL009C	y000369	ethyl acetate-hydrolyzing esterase	ethyl acetate[c] + H2O[c] --> acetate[c] + ethanol[c] + H+[c]
YALI0B07227g	YCL009C	y000657	isobutyl acetate-hydrolyzing esterase	H2O[c] + isobutyl acetate[c] --> acetate[c] + H+[c] + isobutanol[c]
YALI0B07227g	YCL009C	y000656	isoamyl acetate-hydrolyzing esterase	H2O[c] + isoamyl acetate[c] --> acetate[c] + H+[c] + isoamylol[c]
YALI0B08052g	YCL035C	y000688	L-lactaldehyde:NADP+ 1-oxidoreductase	H+[c] + methylglyoxal[c] + NADPH[c] --> (S)-lactaldehyde[c] + NADP(+)[c]
YALI0B08140g	YCL052C	y000883	phosphoadenylyl-sulfate reductase (thioredoxin)	3'-phospho-5'-adenylyl sulfate[c] + TRX1[c] --> adenosine 3',5'-bismonophosphate[c] + 2.0 H+[c] + sulphite[c] + TRX1 disulphide[c]
YALI0B08184g	YCR024C_A	y001025	sulfate adenylyltransferase	ATP[c] + H+[c] + sulphate[c] --> 5'-adenylyl sulfate[c] + diphosphate[c]
YALI0B08536g	YCR083W	y000104	acetyl-CoA C-acetyltransferase	2.0 acetyl-CoA[m] --> acetoacetyl-CoA[m] + coenzyme A[m]
YALI0B08536g	YCR083W	y000103	acetyl-CoA C-acetyltransferase	2.0 acetyl-CoA[c] --> acetoacetyl-CoA[c] + coenzyme A[c]
YALI0B08943g	YDL004W	y001057	tryptophanyl-tRNA synthetase	ATP[c] + L-tryptophan[c] + tRNA(Trp)[c] --> AMP[c] + diphosphate[c] + Trp-tRNA(Trp)[c]
YALI0B08965g	YDL015C	y000038	3,4-dihydroxy-2-butanone-4-phosphate synthase	D-ribulose 5-phosphate[c] --> 2-hydroxy-3-oxobutyl phosphate[c] + formate[c] + H+[c]
YALI0B09537g	YDL022W	y001213	L-lysine transport	H+[e] + L-lysine[e] <=> H+[c] + L-lysine[c]
YALI0B09537g	YDL022W	y001183	L-alanine transport	H+[e] + L-alanine[e] <=> H+[c] + L-alanine[c]
YALI0B09537g	YDL022W	y001216	L-proline transport	H+[e] + L-proline[e] <=> H+[c] + L-proline[c]
YALI0B09537g	YDL022W	y001173	glycine transport	H+[e] + L-glycine[e] <=> H+[c] + L-glycine[c]
YALI0B09537g	YDL022W	y001101	4-aminobutyrate transport	gamma-aminobutyrate[e] + H+[e] --> gamma-aminobutyrate[c] + H+[c]
YALI0B09625g	YDL042C	y000940	proline oxidase (NAD)	FAD[m] + L-proline[m] --> 1-pyrroline-5-carboxylate[m] + FADH2[m]
YALI0B09647g	YDL045C	y300057	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase	H2O[c] + L-glutamic 5-semialdehyde[c] + NAD[c] <=> H+[c] + L-glutamate[c] + NADH[c]
YALI0B09647g	YDL045C	y000673	L-4-hydroxyglutamate semialdehyde dehydrogenase	H2O[m] + L-4-hydroxyglutamic semialdehyde[m] + NAD[m] <=> erythro-4-hydroxy-L-glutamic acid[m] + 2.0 H+[m] + NADH[m]
YALI0B09647g	YDL045C	y000672	L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase	1-pyrroline-3-hydroxy-5-carboxylic acid[m] + 2.0 H2O[m] + NAD[m] <=> erythro-4-hydroxy-L-glutamic acid[m] + H+[m] + NADH[m]
YALI0B09647g	YDL045C	y000012	1-pyrroline-5-carboxylate dehydrogenase	1-pyrroline-5-carboxylate[m] + 2.0 H2O[m] + NAD[m] <=> H+[m] + L-glutamate[m] + NADH[m]
YALI0B09845g	YDL052C	y000961	pyruvate dehydrogenase	coenzyme A[m] + NAD[m] + pyruvate[m] --> acetyl-CoA[m] + carbon dioxide[m] + NADH[m]
YALI0B10340g	YDL055C	y000253	carnitine O-acetyltransferase	(R)-carnitine[p] + acetyl-CoA[p] --> coenzyme A[p] + O-acetylcarnitine[p]
YALI0B10340g	YDL055C	y000254	carnitine O-acetyltransferase	coenzyme A[m] + O-acetylcarnitine[m] --> (R)-carnitine[m] + acetyl-CoA[m]
YALI0B10736g	YDL067C	y001112	AKG transporter, mitochonrial	2-oxoglutarate[c] + citrate[m] <=> 2-oxoglutarate[m] + citrate[c]
YALI0B11044g	YDL085W	y103022	PC phospholipase B	H2O[erm] + phosphatidylcholine[erm] --> 1-acylglycerophosphocholine[erm] + fatty acid[erm] + H+[erm]
YALI0B11044g	YDL085W	y103030	LPC phospholipase B	1-acylglycerophosphocholine[erm] + H2O[erm] --> fatty acid[erm] + H+[erm] + sn-glycero-3-phosphocholine[erm]
YALI0B11154g	YDL090C	y001006	sphingolipid long chain base kinase (phytosphingosine)	ATP[er] + phytosphingosine[er] --> ADP[er] + H+[er] + phytosphingosine 1-phosphate[er]
YALI0B11154g	YDL090C	y001007	sphingolipid long chain base kinase (sphinganine)	ATP[er] + sphinganine[er] --> ADP[er] + H+[er] + sphinganine 1-phosphate[er]
YALI0B11286g	YDL093W	y000572	inositol-1,3,4,5-triphosphate 6-kinase, nucleus	1D-myo-inositol 1,3,4,5-tetrakisphosphate[n] + ATP[n] + H+[n] --> ADP[n] + myo-inositol 1,3,4,5,6-pentakisphosphate[n]
YALI0B11286g	YDL093W	y000575	inositol-1,4,5-trisphosphate 3-kinase, nucleus	1D-myo-inositol 1,4,5-trisphosphate[n] + ATP[n] + H+[n] --> 1D-myo-inositol 1,3,4,5-tetrakisphosphate[n] + ADP[n]
YALI0B11286g	YDL093W	y000573	inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus	1D-myo-inositol 1,4,5,6-tetrakisphosphate[n] + ATP[n] + H+[n] --> ADP[n] + myo-inositol 1,3,4,5,6-pentakisphosphate[n]
YALI0B11286g	YDL093W	y000574	inositol-1,4,5-triphosphate 6-kinase, nucleus	1D-myo-inositol 1,4,5-trisphosphate[n] + ATP[n] + H+[n] --> 1D-myo-inositol 1,4,5,6-tetrakisphosphate[n] + ADP[n]
YALI0B12078g	YDL095W	y000731	methylenetetrahydrofolate dehydrogenase (NAD)	5,10-methylenetetrahydrofolate[c] + NAD[c] --> 5,10-methenyl-THF[c] + NADH[c]
YALI0B13398g	YDL103C	y000481	glutathione oxidoreductase	glutathione disulfide[c] + H+[c] + NADPH[c] --> 2.0 glutathione[c] + NADP(+)[c]
YALI0B13420g	YDL131W	y000943	purine-nucleoside phosphorylase	nicotinamide ribose[c] + phosphate[c] --> alpha-D-ribose 1-phosphate[c] + H+[c] + nicotinamide[c]
YALI0B13420g	YDL131W	y000075	5'-methylthioadenosine phosphorylase	5'-S-methyl-5'-thioadenosine[c] + phosphate[c] --> adenine[c] + S-methyl-5-thio-alpha-D-ribose 1-phosphate[c]
YALI0B13464g	YDL141W	y000073	4PP-IP5 depyrophosphorylation to IP6	4-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] <=> 2.0 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c]
YALI0B13464g	YDL141W	y000089	5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2.0 H+[c] + phosphate[c] <=> 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c]
YALI0B13464g	YDL141W	y000092	6PP-IP5 depyrophosphorylation to IP6	6-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c] <=> 2.0 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c]
YALI0B13464g	YDL141W	y000088	5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2.0 H+[c] + phosphate[c] <=> 4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c]
YALI0B13552g	YDL142C	y000916	phosphoribosylpyrophosphate synthetase	ATP[c] + ribose-5-phosphate[c] --> AMP[c] + H+[c] + PRPP[c]
YALI0B13970g	YDL168W	y000490	glycerol-3-phosphate dehydrogenase (fad)	FAD[m] + glycerol 3-phosphate[m] --> dihydroxyacetone phosphate[m] + FADH2[m]
YALI0B14399g	YDL171C	y000957	pyrroline-5-carboxylate reductase	1-pyrroline-5-carboxylate[c] + 2.0 H+[c] + NADPH[c] --> L-proline[c] + NADP(+)[c]
YALI0B14399g	YDL171C	y000687	L-hydroxyproline reductase (NADP)	1-pyrroline-3-hydroxy-5-carboxylic acid[c] + 2.0 H+[c] + NADPH[c] --> L-proline[c] + NADP(+)[c]
YALI0B14465g	YDL174C	y000080	5,10-methylenetetrahydrofolate reductase (NADPH)	5,10-methylenetetrahydrofolate[c] + 2.0 H+[c] + NADPH[c] --> 5-methyltetrahydrofolate[c] + NADP(+)[c]
YALI0B14509g	YDL178W	y000726	methionine adenosyltransferase	ATP[c] + H2O[c] + L-methionine[c] --> diphosphate[c] + phosphate[c] + S-adenosyl-L-methionine[c]
YALI0B14729g	YDL182W	y000983	ribosylnicotinamide kinase	ATP[c] + nicotinamide ribose[c] --> ADP[c] + H+[c] + NMN[c]
YALI0B14729g	YDL182W	y200013	nicotinate riboside kinase	nicotinate D-ribonucleoside[c] + ATP[c] --> nicotinate D-ribonucleotide[c] + ADP[c] + H+[c]
YALI0B14839g	YDL185W	y000530	heme O monooxygenase	heme o[m] + NADH[m] + oxygen[m] --> H2O[m] + heme a[m] + NAD[m]
YALI0B15059g	YDL198C	y002141	fatty-acyl-CoA synthase (n-C18:0CoA)	acetyl-CoA[c] + 24.0 H+[c] + 8.0 malonyl-CoA[c] + 16.0 NADPH[c] --> 8.0 carbon dioxide[c] + 8.0 coenzyme A[c] + 8.0 H2O[c] + 16.0 NADP(+)[c] + stearoyl-CoA[c]
YALI0B15059g	YDL198C	y002140	fatty-acyl-CoA synthase (n-C16:0CoA)	acetyl-CoA[c] + 21.0 H+[c] + 7.0 malonyl-CoA[c] + 14.0 NADPH[c] --> 7.0 carbon dioxide[c] + 7.0 coenzyme A[c] + 7.0 H2O[c] + 14.0 NADP(+)[c] + palmitoyl-CoA[c]
YALI0B15125g	YDL205C	y000550	hydrogen peroxide reductase (thioredoxin)	hydrogen peroxide[c] + TRX1[c] --> 2.0 H2O[c] + TRX1 disulphide[c]
YALI0B15304g	YDL210W	y000915	phosphoribosylpyrophosphate amidotransferase	H2O[c] + L-glutamine[c] + PRPP[c] --> 5-phosphoribosylamine[c] + diphosphate[c] + L-glutamate[c]
YALI0B15444g	YDL215C	y000988	saccharopine dehydrogenase (NAD, L-lysine forming)	H2O[c] + L-saccharopine[c] + NAD[c] --> 2-oxoglutarate[c] + H+[c] + L-lysine[c] + NADH[c]
YALI0B15598g	YDL238C	y000889	phosphogluconate dehydrogenase	6-phospho-D-gluconate[c] + NADP(+)[c] --> carbon dioxide[c] + D-ribulose 5-phosphate[c] + NADPH[c]
YALI0B15664g	YDL245C	y000963	quinone oxidoreductase	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + NADH[m] + oxygen[m] --> 2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone[m] + H2O[m] + NAD[m]
YALI0B15664g	YDL245C	y000985	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	3-hexaprenyl-4,5-dihydroxybenzoic acid[m] + S-adenosyl-L-methionine[m] --> 3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid[m] + H+[m] + S-adenosyl-L-homocysteine[m]
YALI0B15664g	YDL245C	y000532	hexaprenyldihydroxybenzoate methyltransferase	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-methionine[m] --> S-adenosyl-L-homocysteine[m] + ubiquinol-6[m]
YALI0B15664g	YDL245C	y000022	2-hexaprenyl-6-methoxyphenol monooxygenase	2-hexaprenyl-6-methoxyphenol[m] + oxygen[m] --> 2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + H2O[m]
YALI0B15664g	YDL245C	y000021	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase	2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + S-adenosyl-L-methionine[m] --> 2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-homocysteine[m]
YALI0B15884g	YDL247W	y000963	quinone oxidoreductase	2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + NADH[m] + oxygen[m] --> 2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone[m] + H2O[m] + NAD[m]
YALI0B15884g	YDL247W	y000985	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	3-hexaprenyl-4,5-dihydroxybenzoic acid[m] + S-adenosyl-L-methionine[m] --> 3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid[m] + H+[m] + S-adenosyl-L-homocysteine[m]
YALI0B15884g	YDL247W	y000532	hexaprenyldihydroxybenzoate methyltransferase	2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-methionine[m] --> S-adenosyl-L-homocysteine[m] + ubiquinol-6[m]
YALI0B15884g	YDL247W	y000022	2-hexaprenyl-6-methoxyphenol monooxygenase	2-hexaprenyl-6-methoxyphenol[m] + oxygen[m] --> 2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + H2O[m]
YALI0B15884g	YDL247W	y000021	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase	2-hexaprenyl-6-methoxy-1,4-benzoquinone[m] + S-adenosyl-L-methionine[m] --> 2-hexaprenyl-6-methoxy-3-methyl-1,4-benzoquinone[m] + H+[m] + S-adenosyl-L-homocysteine[m]
YALI0B16038g	YDR001C	y000736	mevalonate kinase (ctp)	(R)-mevalonate[c] + CTP[c] --> (R)-5-phosphomevalonic acid[c] + CDP[c] + H+[c]
YALI0B16038g	YDR001C	y000737	mevalonate kinase (gtp)	(R)-mevalonate[c] + GTP[c] --> (R)-5-phosphomevalonic acid[c] + GDP[c] + H+[c]
YALI0B16038g	YDR001C	y000735	mevalonate kinase (atp)	(R)-mevalonate[c] + ATP[c] --> (R)-5-phosphomevalonic acid[c] + ADP[c] + H+[c]
YALI0B16038g	YDR001C	y000738	mevalonate kinase (UTP)	(R)-mevalonate[c] + UTP[c] --> (R)-5-phosphomevalonic acid[c] + H+[c] + UDP[c]
YALI0B16104g	YDR017C	y000514	GMP synthase	ATP[c] + H2O[c] + L-glutamine[c] + xanthosine-5-phosphate[c] --> AMP[c] + diphosphate[c] + GMP[c] + 2.0 H+[c] + L-glutamate[c]
YALI0B16126g	YDR019C	y000249	CAAX farnesyltransferase	4-hydroxybenzoate[c] + nonaprenyl diphosphate[c] <=> diphosphate[c] + 2.0 H+[c] + nonaprenyl 4-hydroxybenzoate[c]
YALI0B16324g	YDR023W	y000272	chitin synthase	UDP-N-acetyl-alpha-D-glucosamine[c] --> chitin[c] + H+[c] + UDP[c]
YALI0B16522g	YDR035W	y001183	L-alanine transport	H+[e] + L-alanine[e] <=> H+[c] + L-alanine[c]
YALI0B16522g	YDR035W	y001217	L-serine transport	H+[e] + L-serine[e] <=> H+[c] + L-serine[c]
YALI0B16522g	YDR035W	y001192	L-cystine transport	H+[e] + L-cysteine[e] <=> H+[c] + L-cysteine[c]
YALI0B16522g	YDR035W	y001223	L-tyrosine transport	H+[e] + L-tyrosine[e] <=> H+[c] + L-tyrosine[c]
YALI0B16522g	YDR035W	y001216	L-proline transport	H+[e] + L-proline[e] <=> H+[c] + L-proline[c]
YALI0B16522g	YDR035W	y001257	S-methylmethionine permease	H+[e] + S-methyl-L-methionine[e] --> H+[c] + S-methyl-L-methionine[c]
YALI0B16522g	YDR035W	y001260	spermidine transport	H+[c] + spermidine[e] <=> H+[e] + spermidine[c]
YALI0B16522g	YDR035W	y001214	L-methionine transport	H+[e] + L-methionine[e] <=> H+[c] + L-methionine[c]
YALI0B16522g	YDR035W	y001205	L-isoleucine transport	H+[e] + L-isoleucine[e] <=> H+[c] + L-isoleucine[c]
YALI0B16522g	YDR035W	y001196	L-glutamate transport	H+[e] + L-glutamate[e] <=> H+[c] + L-glutamate[c]
YALI0B16522g	YDR035W	y001219	L-tryptophan transport	H+[e] + L-tryptophan[e] <=> H+[c] + L-tryptophan[c]
YALI0B16522g	YDR035W	y001184	L-arganine transport	H+[e] + L-arginine[e] <=> H+[c] + L-arginine[c]
YALI0B16522g	YDR035W	y001224	L-valine transport	H+[e] + L-valine[e] <=> H+[c] + L-valine[c]
YALI0B16522g	YDR035W	y001190	L-aspartate transport	H+[e] + L-aspartate[e] <=> H+[c] + L-aspartate[c]
YALI0B16522g	YDR035W	y001173	glycine transport	H+[e] + L-glycine[e] <=> H+[c] + L-glycine[c]
YALI0B16522g	YDR035W	y001238	orntithine transport	H+[e] + ornithine[e] <=> H+[c] + ornithine[c]
YALI0B16522g	YDR035W	y001201	L-histidine transport	H+[e] + L-histidine[e] <=> H+[c] + L-histidine[c]
YALI0B16522g	YDR035W	y001215	L-phenylalanine transport	H+[e] + L-phenylalanine[e] <=> H+[c] + L-phenylalanine[c]
YALI0B16522g	YDR035W	y001255	S-adenosyl-L-methionine transport	H+[e] + S-adenosyl-L-methionine[e] --> H+[c] + S-adenosyl-L-methionine[c]
YALI0B16522g	YDR035W	y001211	L-leucine transport	H+[e] + L-leucine[e] <=> H+[c] + L-leucine[c]
YALI0B16522g	YDR035W	y001199	L-glutamine transport	H+[e] + L-glutamine[e] <=> H+[c] + L-glutamine[c]
YALI0B16522g	YDR035W	y001186	L-asparagine transport	H+[e] + L-asparagine[e] <=> H+[c] + L-asparagine[c]
YALI0B16522g	YDR035W	y001218	L-threonine transport	H+[e] + L-threonine[e] <=> H+[c] + L-threonine[c]
YALI0B16522g	YDR035W	y001213	L-lysine transport	H+[e] + L-lysine[e] <=> H+[c] + L-lysine[c]
YALI0B17204g	YDR037W	y000243	C-8 sterol isomerase	fecosterol[c] --> episterol[c]
YALI0B17336g	YDR044W	y000938	prephenate dehydratase	H+[c] + prephenate[c] --> carbon dioxide[c] + H2O[c] + keto-phenylpyruvate[c]
YALI0B17402g	YDR047W	y000152	adenylosuccinate lyase	adenylo-succinate[c] <=> AMP[c] + fumarate[c]
YALI0B17402g	YDR047W	y000151	adenylosuccinate lyase (AICAR)	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole[c] --> AICAR[c] + fumarate[c]
YALI0B17644g	YDR050C	y000237	C-3 sterol keto reductase (zymosterol)	H+[c] + NADPH[c] + zymosterol intermediate 2[c] --> NADP(+)[c] + zymosterol[c]
YALI0B17644g	YDR050C	y000236	C-3 sterol keto reductase (4-methylzymosterol)	3-dehydro-4-methylzymosterol[c] + H+[c] + NADPH[c] --> 4alpha-methylzymosterol[c] + NADP(+)[c]
YALI0B17666g	YDR058C	y000115	acetylglutamate kinase	ATP[m] + N-acetyl-L-glutamate[m] --> ADP[m] + N-acetyl-L-gamma-glutamyl phosphate[m]
YALI0B17666g	YDR058C	y000759	N-acetyl-g-glutamyl-phosphate reductase	H+[m] + N-acetyl-L-gamma-glutamyl phosphate[m] + NADPH[m] --> 2-acetamido-5-oxopentanoate[m] + NADP(+)[m] + phosphate[m]
YALI0B17864g	YDR062W	y001249	potassium transport	H+[e] + potassium[e] <=> H+[c] + potassium[c]
YALI0B17930g	YDR074W	y001266	sulfate uniport	sulphate[e] --> sulphate[c]
YALI0B17996g	YDR098C	y000370	exo-1,3-beta-glucan glucohydrase	(1-3)-beta-D-glucan[e] + H2O[e] --> D-glucose[e]
YALI0B18348g	YDR127W	y000723	mannose-6-phosphate isomerase	D-mannose 6-phosphate[c] <=> D-fructose 6-phosphate[c]
YALI0B18759g	YDR135C	y300061	GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)	GTP[c] + H2O[c] --> 3',5'-cyclic GMP[c] + diphosphate[c] + H+[c]
YALI0B18759g	YDR135C	y000147	adenylate cyclase	ATP[c] --> 3',5'-cyclic AMP[c] + diphosphate[c]
YALI0B18898g	YDR147W	y000063	3-methyl-2-oxobutanoate hydroxymethyltransferase	3-methyl-2-oxobutanoate[m] + 5,10-methylenetetrahydrofolate[m] + H2O[m] --> 2-dehydropantoate[m] + THF[m]
YALI0B19338g	YDR148C	y001238	orntithine transport	H+[e] + ornithine[e] <=> H+[c] + ornithine[c]
YALI0B19338g	YDR148C	y001213	L-lysine transport	H+[e] + L-lysine[e] <=> H+[c] + L-lysine[c]
YALI0B19338g	YDR148C	y001184	L-arganine transport	H+[e] + L-arginine[e] <=> H+[c] + L-arginine[c]
YALI0B19382g	YDR158W	y002141	fatty-acyl-CoA synthase (n-C18:0CoA)	acetyl-CoA[c] + 24.0 H+[c] + 8.0 malonyl-CoA[c] + 16.0 NADPH[c] --> 8.0 carbon dioxide[c] + 8.0 coenzyme A[c] + 8.0 H2O[c] + 16.0 NADP(+)[c] + stearoyl-CoA[c]
YALI0B19382g	YDR158W	y002140	fatty-acyl-CoA synthase (n-C16:0CoA)	acetyl-CoA[c] + 21.0 H+[c] + 7.0 malonyl-CoA[c] + 14.0 NADPH[c] --> 7.0 carbon dioxide[c] + 7.0 coenzyme A[c] + 7.0 H2O[c] + 14.0 NADP(+)[c] + palmitoyl-CoA[c]
YALI0B19492g	YDR173C	y001183	L-alanine transport	H+[e] + L-alanine[e] <=> H+[c] + L-alanine[c]
YALI0B19492g	YDR173C	y001217	L-serine transport	H+[e] + L-serine[e] <=> H+[c] + L-serine[c]
YALI0B19492g	YDR173C	y001192	L-cystine transport	H+[e] + L-cysteine[e] <=> H+[c] + L-cysteine[c]
YALI0B19492g	YDR173C	y001223	L-tyrosine transport	H+[e] + L-tyrosine[e] <=> H+[c] + L-tyrosine[c]
YALI0B19492g	YDR173C	y001216	L-proline transport	H+[e] + L-proline[e] <=> H+[c] + L-proline[c]
YALI0B19492g	YDR173C	y001260	spermidine transport	H+[c] + spermidine[e] <=> H+[e] + spermidine[c]
YALI0B19492g	YDR173C	y001214	L-methionine transport	H+[e] + L-methionine[e] <=> H+[c] + L-methionine[c]
YALI0B19492g	YDR173C	y001205	L-isoleucine transport	H+[e] + L-isoleucine[e] <=> H+[c] + L-isoleucine[c]
